SUI_Endurance_test2 r/R 0.8661
   1.00000   0.01258
   0.98870   0.01542
   0.97735   0.01809
   0.96595   0.02051
   0.95451   0.02275
   0.94305   0.02487
   0.93159   0.02696
   0.92013   0.02906
   0.90865   0.03110
   0.89716   0.03306
   0.88566   0.03494
   0.87415   0.03676
   0.86263   0.03853
   0.85110   0.04026
   0.83957   0.04195
   0.82804   0.04363
   0.81651   0.04530
   0.80497   0.04697
   0.79344   0.04865
   0.78190   0.05031
   0.77036   0.05196
   0.75882   0.05357
   0.74727   0.05514
   0.73572   0.05666
   0.72416   0.05815
   0.71259   0.05955
   0.70102   0.06093
   0.68943   0.06220
   0.67785   0.06346
   0.66625   0.06463
   0.65465   0.06580
   0.64305   0.06688
   0.63144   0.06795
   0.61983   0.06894
   0.60822   0.06991
   0.59660   0.07082
   0.58498   0.07167
   0.57335   0.07250
   0.56172   0.07323
   0.55009   0.07397
   0.53845   0.07459
   0.52681   0.07521
   0.51517   0.07576
   0.50353   0.07626
   0.49188   0.07674
   0.48023   0.07711
   0.46858   0.07750
   0.45693   0.07776
   0.44528   0.07802
   0.43363   0.07820
   0.42197   0.07832
   0.41032   0.07842
   0.39867   0.07840
   0.38701   0.07838
   0.37536   0.07828
   0.36370   0.07817
   0.35205   0.07797
   0.34040   0.07773
   0.32875   0.07742
   0.31710   0.07702
   0.30545   0.07657
   0.29381   0.07598
   0.28218   0.07537
   0.27055   0.07457
   0.25892   0.07376
   0.24731   0.07276
   0.23570   0.07173
   0.22411   0.07052
   0.21252   0.06928
   0.20095   0.06790
   0.18939   0.06645
   0.17783   0.06491
   0.16629   0.06327
   0.15477   0.06157
   0.14326   0.05971
   0.13177   0.05776
   0.12030   0.05569
   0.10887   0.05344
   0.09746   0.05103
   0.08610   0.04845
   0.07477   0.04570
   0.06349   0.04278
   0.05224   0.03974
   0.04104   0.03651
   0.03549   0.03473
   0.03451   0.03435
   0.03352   0.03398
   0.03253   0.03361
   0.03153   0.03325
   0.03053   0.03289
   0.02954   0.03252
   0.02855   0.03214
   0.02756   0.03175
   0.02658   0.03134
   0.02561   0.03091
   0.02465   0.03046
   0.02371   0.02999
   0.02277   0.02950
   0.02185   0.02899
   0.02092   0.02847
   0.02001   0.02794
   0.01909   0.02742
   0.01817   0.02689
   0.01725   0.02636
   0.01635   0.02581
   0.01546   0.02524
   0.01459   0.02464
   0.01374   0.02400
   0.01291   0.02334
   0.01211   0.02265
   0.01133   0.02193
   0.01056   0.02119
   0.00981   0.02045
   0.00908   0.01969
   0.00837   0.01891
   0.00767   0.01813
   0.00699   0.01732
   0.00632   0.01651
   0.00568   0.01567
   0.00505   0.01482
   0.00446   0.01395
   0.00389   0.01306
   0.00335   0.01215
   0.00284   0.01122
   0.00238   0.01026
   0.00195   0.00929
   0.00157   0.00830
   0.00122   0.00730
   0.00091   0.00628
   0.00065   0.00525
   0.00043   0.00421
   0.00025   0.00317
   0.00012   0.00211
   0.00003   0.00106
   0.00000   0.00000
   0.00002  -0.00106
   0.00008  -0.00212
   0.00019  -0.00317
   0.00035  -0.00421
   0.00056  -0.00525
   0.00081  -0.00628
   0.00111  -0.00729
   0.00146  -0.00829
   0.00185  -0.00927
   0.00228  -0.01023
   0.00276  -0.01117
   0.00328  -0.01209
   0.00385  -0.01298
   0.00445  -0.01384
   0.00509  -0.01467
   0.00577  -0.01548
   0.00648  -0.01625
   0.00722  -0.01699
   0.00799  -0.01771
   0.00878  -0.01840
   0.00960  -0.01907
   0.01044  -0.01971
   0.01130  -0.02034
   0.01218  -0.02093
   0.01308  -0.02149
   0.01401  -0.02200
   0.01496  -0.02247
   0.01594  -0.02288
   0.01693  -0.02324
   0.01794  -0.02356
   0.01897  -0.02385
   0.02000  -0.02411
   0.02103  -0.02436
   0.02206  -0.02460
   0.02309  -0.02482
   0.02413  -0.02502
   0.02516  -0.02521
   0.02621  -0.02538
   0.02725  -0.02553
   0.02830  -0.02567
   0.02935  -0.02579
   0.03041  -0.02589
   0.03146  -0.02598
   0.03252  -0.02605
   0.03358  -0.02610
   0.03464  -0.02614
   0.03570  -0.02616
   0.03676  -0.02617
   0.03782  -0.02616
   0.04365  -0.02617
   0.05530  -0.02606
   0.06695  -0.02589
   0.07860  -0.02559
   0.09025  -0.02516
   0.10189  -0.02464
   0.11353  -0.02405
   0.12517  -0.02341
   0.13681  -0.02274
   0.14844  -0.02207
   0.16008  -0.02139
   0.17171  -0.02071
   0.18335  -0.02004
   0.19498  -0.01938
   0.20662  -0.01872
   0.21825  -0.01807
   0.22989  -0.01741
   0.24153  -0.01676
   0.25316  -0.01609
   0.26480  -0.01542
   0.27643  -0.01474
   0.28807  -0.01409
   0.29971  -0.01345
   0.31135  -0.01286
   0.32299  -0.01228
   0.33463  -0.01173
   0.34627  -0.01119
   0.35791  -0.01068
   0.36956  -0.01017
   0.38120  -0.00968
   0.39285  -0.00922
   0.40449  -0.00876
   0.41614  -0.00834
   0.42779  -0.00793
   0.43944  -0.00760
   0.45109  -0.00729
   0.46274  -0.00706
   0.47439  -0.00685
   0.48605  -0.00672
   0.49770  -0.00660
   0.50935  -0.00653
   0.52101  -0.00647
   0.53266  -0.00643
   0.54432  -0.00639
   0.55597  -0.00637
   0.56763  -0.00636
   0.57928  -0.00636
   0.59094  -0.00638
   0.60259  -0.00642
   0.61424  -0.00648
   0.62590  -0.00654
   0.63755  -0.00664
   0.64921  -0.00674
   0.66086  -0.00686
   0.67252  -0.00700
   0.68417  -0.00716
   0.69582  -0.00734
   0.70747  -0.00753
   0.71913  -0.00774
   0.73078  -0.00798
   0.74243  -0.00823
   0.75408  -0.00854
   0.76573  -0.00886
   0.77738  -0.00920
   0.78903  -0.00957
   0.80068  -0.00996
   0.81233  -0.01036
   0.82397  -0.01078
   0.83562  -0.01122
   0.84727  -0.01165
   0.85891  -0.01209
   0.87056  -0.01251
   0.88221  -0.01291
   0.89386  -0.01329
   0.90551  -0.01362
   0.91716  -0.01392
   0.92881  -0.01416
   0.94046  -0.01437
   0.95211  -0.01456
   0.96377  -0.01469
   0.97542  -0.01451
   0.98705  -0.01379
   1.00000  -0.01256
