SUI_Endurance_test2 r/R 0.9486
   1.00000   0.01729
   0.98917   0.02153
   0.97825   0.02551
   0.96712   0.02888
   0.95578   0.03140
   0.94430   0.03325
   0.93278   0.03481
   0.92125   0.03633
   0.90973   0.03789
   0.89821   0.03946
   0.88668   0.04100
   0.87515   0.04251
   0.86362   0.04395
   0.85207   0.04530
   0.84051   0.04658
   0.82895   0.04780
   0.81738   0.04896
   0.80581   0.05008
   0.79423   0.05118
   0.78266   0.05225
   0.77108   0.05332
   0.75950   0.05439
   0.74792   0.05545
   0.73634   0.05652
   0.72476   0.05756
   0.71318   0.05859
   0.70159   0.05955
   0.69001   0.06050
   0.67841   0.06136
   0.66682   0.06222
   0.65522   0.06301
   0.64361   0.06379
   0.63201   0.06454
   0.62041   0.06527
   0.60880   0.06598
   0.59720   0.06666
   0.58559   0.06733
   0.57398   0.06793
   0.56236   0.06853
   0.55075   0.06905
   0.53913   0.06956
   0.52752   0.07001
   0.51589   0.07038
   0.50427   0.07075
   0.49265   0.07097
   0.48102   0.07118
   0.46940   0.07130
   0.45777   0.07135
   0.44614   0.07138
   0.43452   0.07129
   0.42289   0.07121
   0.41126   0.07101
   0.39964   0.07077
   0.38802   0.07045
   0.37640   0.07002
   0.36478   0.06956
   0.35317   0.06895
   0.34156   0.06833
   0.32996   0.06757
   0.31836   0.06679
   0.30676   0.06592
   0.29517   0.06500
   0.28359   0.06403
   0.27200   0.06302
   0.26042   0.06199
   0.24884   0.06092
   0.23727   0.05985
   0.22569   0.05876
   0.21411   0.05766
   0.20254   0.05657
   0.19096   0.05547
   0.17939   0.05438
   0.16781   0.05328
   0.15624   0.05219
   0.14466   0.05109
   0.13309   0.04999
   0.12151   0.04894
   0.10991   0.04808
   0.09841   0.04642
   0.08696   0.04442
   0.07553   0.04231
   0.06412   0.04008
   0.05273   0.03773
   0.04138   0.03520
   0.03577   0.03370
   0.03476   0.03338
   0.03375   0.03307
   0.03275   0.03276
   0.03174   0.03245
   0.03073   0.03213
   0.02972   0.03180
   0.02872   0.03146
   0.02772   0.03110
   0.02673   0.03073
   0.02575   0.03034
   0.02478   0.02992
   0.02382   0.02949
   0.02287   0.02903
   0.02193   0.02855
   0.02099   0.02806
   0.02006   0.02756
   0.01914   0.02705
   0.01822   0.02654
   0.01730   0.02602
   0.01639   0.02548
   0.01550   0.02492
   0.01462   0.02434
   0.01375   0.02374
   0.01290   0.02311
   0.01207   0.02245
   0.01126   0.02177
   0.01047   0.02107
   0.00970   0.02035
   0.00895   0.01960
   0.00822   0.01884
   0.00752   0.01805
   0.00684   0.01725
   0.00618   0.01643
   0.00554   0.01560
   0.00493   0.01474
   0.00434   0.01387
   0.00378   0.01298
   0.00325   0.01208
   0.00275   0.01115
   0.00229   0.01021
   0.00187   0.00924
   0.00148   0.00826
   0.00114   0.00727
   0.00084   0.00626
   0.00058   0.00523
   0.00037   0.00420
   0.00021   0.00316
   0.00009   0.00211
   0.00002   0.00106
   0.00000   0.00000
   0.00003  -0.00105
   0.00010  -0.00211
   0.00022  -0.00315
   0.00040  -0.00419
   0.00062  -0.00522
   0.00090  -0.00623
   0.00123  -0.00723
   0.00160  -0.00821
   0.00202  -0.00918
   0.00249  -0.01012
   0.00301  -0.01103
   0.00357  -0.01192
   0.00417  -0.01278
   0.00480  -0.01362
   0.00547  -0.01443
   0.00617  -0.01522
   0.00691  -0.01597
   0.00767  -0.01670
   0.00845  -0.01740
   0.00926  -0.01808
   0.01009  -0.01873
   0.01093  -0.01936
   0.01180  -0.01997
   0.01268  -0.02055
   0.01357  -0.02111
   0.01449  -0.02164
   0.01542  -0.02215
   0.01636  -0.02263
   0.01732  -0.02308
   0.01829  -0.02350
